ActorName;Gender;"Actor's default image source"
Brad Pitt;m;"https://m.media-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Woody Allen;m;"https://m.media-amazon.com/images/M/MV5BMTI1MjU3MTI2MF5BMl5BanBnXkFtZTcwMDgxNTE4MQ@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Gillian Anderson;f;"https://m.media-amazon.com/images/M/MV5BMmRjNWQwMDQtMWNjZS00ZTUzLTkwODEtMTU5YjRlZmJiMTVkXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY317_CR19,0,214,317_AL_.jpg"
Pamela Anderson;f;"https://m.media-amazon.com/images/M/MV5BYjQ5MDkyMGEtYmI0OS00MmM2LWE0MmEtZmQ2NjA5MzYyYTFjXkEyXkFqcGdeQXVyNjIwMTQzOTU@._V1_UY317_CR55,0,214,317_AL_.jpg"
Jennifer Aniston;f;"https://m.media-amazon.com/images/M/MV5BNjk1MjIxNjUxNF5BMl5BanBnXkFtZTcwODk2NzM4Mg@@._V1_UY317_CR3,0,214,317_AL_.jpg"
Patricia Arquette;f;"https://m.media-amazon.com/images/M/MV5BMTQ5Njg0NjkxMV5BMl5BanBnXkFtZTcwMzc0NTI5NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Rowan Atkinson;m;"https://m.media-amazon.com/images/M/MV5BMTg3NDUzOTc3MV5BMl5BanBnXkFtZTcwNjcxMDkxNw@@._V1_UY317_CR0,0,214,317_AL_.jpg"
Dan Aykroyd;m;"https://m.media-amazon.com/images/M/MV5BMTI2MDA3NTg0NF5BMl5BanBnXkFtZTYwMzM5ODgz._V1_UX214_CR0,0,214,317_AL_.jpg"
Kevin Bacon;m;"https://m.media-amazon.com/images/M/MV5BOTQxMTEyMjI0NV5BMl5BanBnXkFtZTgwODE4ODAzMjE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Fairuza Balk;f;"https://m.media-amazon.com/images/M/MV5BMTQzMTcxMzcwN15BMl5BanBnXkFtZTYwNjIwMjc1._V1_UY317_CR5,0,214,317_AL_.jpg"
Antonio Banderas;m;"https://m.media-amazon.com/images/M/MV5BMTUyOTQ3NTYyNF5BMl5BanBnXkFtZTcwMTY2NjIzNQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Adrienne Barbeau;f;"https://m.media-amazon.com/images/M/MV5BYzllZmJjOWEtNmFkZi00NjM3LWE1MzAtYmQyOTZmNjY5N2QwXkEyXkFqcGdeQXVyMjMyNDM0Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Drew Barrymore;f;"https://m.media-amazon.com/images/M/MV5BMjEyOTMzODIxM15BMl5BanBnXkFtZTcwODM2NTY5Mg@@._V1_UY317_CR5,0,214,317_AL_.jpg"
Kim Basinger;f;"https://m.media-amazon.com/images/M/MV5BMTQyMDkxNjcxNV5BMl5BanBnXkFtZTcwODMyNzgyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Yasmine Bleeth;f;"https://m.media-amazon.com/images/M/MV5BMTIwMTQ5NTA2NV5BMl5BanBnXkFtZTYwMTA0ODQz._V1_UY317_CR9,0,214,317_AL_.jpg"
Kenneth Branagh;m;"https://m.media-amazon.com/images/M/MV5BMjI0NTQ4Mjk5Ml5BMl5BanBnXkFtZTcwMDc1NjkzNw@@._V1_UY317_CR3,0,214,317_AL_.jpg"
Matthew Broderick;m;"https://m.media-amazon.com/images/M/MV5BMTg2NjA0MzM0OF5BMl5BanBnXkFtZTcwMDU5ODAxMw@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Pierce Brosnan;m;"https://m.media-amazon.com/images/M/MV5BMTMwMjMxNzM4OV5BMl5BanBnXkFtZTcwNDM5NzkxMw@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Sandra Bullock;f;"https://m.media-amazon.com/images/M/MV5BMTI5NDY5NjU3NF5BMl5BanBnXkFtZTcwMzQ0MTMyMw@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Steve Buscemi;m;"https://m.media-amazon.com/images/M/MV5BODc0NTU3NDA4M15BMl5BanBnXkFtZTcwNDkxNzQxNA@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Nicolas Cage;m;"https://m.media-amazon.com/images/M/MV5BMjUxMjE4MTQxMF5BMl5BanBnXkFtZTcwNzc2MDM1NA@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Neve Campbell;f;"https://m.media-amazon.com/images/M/MV5BMTA2MDg2NjAzNzZeQTJeQWpwZ15BbWU4MDkzMzc5MzIx._V1_UX214_CR0,0,214,317_AL_.jpg"
Tia Carrere;f;"https://m.media-amazon.com/images/M/MV5BNjA2OTE4NDE0NV5BMl5BanBnXkFtZTYwMjI5MTgy._V1_UX214_CR0,0,214,317_AL_.jpg"
Jim Carrey;m;"https://m.media-amazon.com/images/M/MV5BMTQwMjAwNzI0M15BMl5BanBnXkFtZTcwOTY1MTMyOQ@@._V1_UY317_CR22,0,214,317_AL_.jpg"
Phoebe Cates;f;"https://m.media-amazon.com/images/M/MV5BMTc4NjA1NDI4NF5BMl5BanBnXkFtZTcwMzIwNjQzMg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Charles Chaplin;m;"https://m.media-amazon.com/images/M/MV5BNDcwMDc0ODAzOF5BMl5BanBnXkFtZTgwNTY2OTI1MDE@._V1_UX214_CR0,0,214,317_AL_.jpg"
George Clooney;m;"https://m.media-amazon.com/images/M/MV5BMjEyMTEyOTQ0MV5BMl5BanBnXkFtZTcwNzU3NTMzNw@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Jennifer Connelly;f;"https://m.media-amazon.com/images/M/MV5BOTczNTgzODYyMF5BMl5BanBnXkFtZTcwNjk4ODk4Mw@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Sean Connery;m;"https://m.media-amazon.com/images/M/MV5BMzcwNTM4MzctYjQzMi00NTA2LTljYWItNTYzNmE1MTYxN2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY317_CR16,0,214,317_AL_.jpg"
Kevin Costner;m;"https://m.media-amazon.com/images/M/MV5BMTY1ODkwMTQxOF5BMl5BanBnXkFtZTcwNzkwNDcyMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Russell Crowe;m;"https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Tom Cruise;m;"https://m.media-amazon.com/images/M/MV5BMTk1MjM3NTU5M15BMl5BanBnXkFtZTcwMTMyMjAyMg@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Jamie Lee Curtis;f;"https://m.media-amazon.com/images/M/MV5BMjI0MTI0MDk2OV5BMl5BanBnXkFtZTgwODQ4MTE0NDE@._V1_UY317_CR12,0,214,317_AL_.jpg"
John Cusack;m;"https://m.media-amazon.com/images/M/MV5BODQ4ZjU4NWItM2RlMS00OWY3LWJhZjAtYmQ3NjRiMzA5YjdjXkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY317_CR51,0,214,317_AL_.jpg"
Claire Danes;f;"https://m.media-amazon.com/images/M/MV5BMTMyMzQ1Mjk3M15BMl5BanBnXkFtZTcwNzk3ODMxNw@@._V1_UY317_CR15,0,214,317_AL_.jpg"
Geena Davis;f;"https://m.media-amazon.com/images/M/MV5BOWU5MGMzMWYtYWQ1Ny00Njk0LTg3NTctZDgxOGUyNDhjNDJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Robert De Niro;m;"https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_UY317_CR13,0,214,317_AL_.jpg"
John Denver;m;"https://m.media-amazon.com/images/M/MV5BMTcxNjM1MDczMV5BMl5BanBnXkFtZTcwNTY4ODAzMQ@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Johnny Depp;m;"https://m.media-amazon.com/images/M/MV5BMTM0ODU5Nzk2OV5BMl5BanBnXkFtZTcwMzI2ODgyNQ@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Bo Derek;f;"https://m.media-amazon.com/images/M/MV5BODAwMzIxMTQxNl5BMl5BanBnXkFtZTcwNjg3MDY0Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Leonardo DiCaprio;m;"https://m.media-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Cameron Diaz;f;"https://m.media-amazon.com/images/M/MV5BMTkxNTI5NzM4MV5BMl5BanBnXkFtZTcwMTI3ODY3Mg@@._V1_UY317_CR0,0,214,317_AL_.jpg"
Michael Douglas;m;"https://m.media-amazon.com/images/M/MV5BMTQ3NzMzOTQ3MF5BMl5BanBnXkFtZTcwOTE0MzY1Mw@@._V1_UY317_CR13,0,214,317_AL_.jpg"
David Duchovny;m;"https://m.media-amazon.com/images/M/MV5BNzBhMjAyZGYtZWQ1Yy00MTQxLWEwNjgtZTczYzJjMjIxZWE2XkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY317_CR29,0,214,317_AL_.jpg"
Clint Eastwood;m;"https://m.media-amazon.com/images/M/MV5BMTg3MDc0MjY0OV5BMl5BanBnXkFtZTcwNzU1MDAxOA@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Erika Eleniak;f;"https://m.media-amazon.com/images/M/MV5BMjAyMTMxNzI5N15BMl5BanBnXkFtZTgwMjI0MDI1MDI@._V1_UY317_CR13,0,214,317_AL_.jpg"
Cary Elwes;m;"https://m.media-amazon.com/images/M/MV5BOTUxNzY3NTAxNF5BMl5BanBnXkFtZTgwNjU4MDU0NzE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Sherilyn Fenn;f;"https://m.media-amazon.com/images/M/MV5BMjA2MDYwNTEyMV5BMl5BanBnXkFtZTYwMzM3NDk1._V1_UY317_CR10,0,214,317_AL_.jpg"
Ralph Fiennes;m;"https://m.media-amazon.com/images/M/MV5BMzc5MjE1NDgyN15BMl5BanBnXkFtZTcwNzg2ODgwNA@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Colin Firth;m;"https://m.media-amazon.com/images/M/MV5BMTUxMDMwMTI4MF5BMl5BanBnXkFtZTcwMzE2MzQxMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Harrison Ford;m;"https://m.media-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Jodie Foster;f;"https://m.media-amazon.com/images/M/MV5BMTM3MjgyOTQwNF5BMl5BanBnXkFtZTcwMDczMzEwNA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Michael J. Fox;m;"https://m.media-amazon.com/images/M/MV5BMTcwNzM0MjE4NF5BMl5BanBnXkFtZTcwMDkxMzEwMw@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Morgan Freeman;m;"https://m.media-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Richard Gere;m;"https://m.media-amazon.com/images/M/MV5BMTI2NDQ2OTY4M15BMl5BanBnXkFtZTYwNTYyNjc4._V1_UY317_CR4,0,214,317_AL_.jpg"
Gina Gershon;f;"https://m.media-amazon.com/images/M/MV5BZWU5NWY5ZWMtMzk1Mi00YmE3LWI4NmQtZTdjZWNmZDhiNWE4XkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY317_CR25,0,214,317_AL_.jpg"
Mel Gibson;m;"https://m.media-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Whoopi Goldberg;f;"https://m.media-amazon.com/images/M/MV5BMjE4ODgzNjQwOV5BMl5BanBnXkFtZTYwNzczNzc0._V1_UX214_CR0,0,214,317_AL_.jpg"
Jeff Goldblum;m;"https://m.media-amazon.com/images/M/MV5BY2ViNDIwNmUtZGQ5Ni00MDYxLWI5YTktNWU1NGRlYWQ1ZDg0XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY317_CR20,0,214,317_AL_.jpg"
Linda Hamilton;f;"https://m.media-amazon.com/images/M/MV5BYzNiODYyZTgtOGNjYS00YWRhLWI2YWUtMjg1ODc1MmRkMTg5XkEyXkFqcGdeQXVyMTEwMTQ3ODI0._V1_UX214_CR0,0,214,317_AL_.jpg"
Tom Hanks;m;"https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_UY317_CR2,0,214,317_AL_.jpg"
Teri Hatcher;f;"https://m.media-amazon.com/images/M/MV5BMjAwODU5ODE3OV5BMl5BanBnXkFtZTcwNjY5MjEyNQ@@._V1_UY317_CR5,0,214,317_AL_.jpg"
Ethan Hawke;m;"https://m.media-amazon.com/images/M/MV5BMTk4NDMxMTI0MF5BMl5BanBnXkFtZTYwMjE3ODE0._V1_UY317_CR5,0,214,317_AL_.jpg"
Salma Hayek;f;"https://m.media-amazon.com/images/M/MV5BMzkyMTk2NzM2Ml5BMl5BanBnXkFtZTcwNDQ4MjYzMg@@._V1_UY317_CR5,0,214,317_AL_.jpg"
Anne Heche;f;"https://m.media-amazon.com/images/M/MV5BMTI1MzgwNzc2Ml5BMl5BanBnXkFtZTYwNTU3NjAz._V1_UX214_CR0,0,214,317_AL_.jpg"
Dustin Hoffman;m;"https://m.media-amazon.com/images/M/MV5BMTc3NzU0ODczMF5BMl5BanBnXkFtZTcwODEyMDY5Mg@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Anthony Hopkins;m;"https://m.media-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_UY317_CR6,0,214,317_AL_.jpg"
Ron Howard;m;"https://m.media-amazon.com/images/M/MV5BMTkzMDczMjUxNF5BMl5BanBnXkFtZTcwODY1Njk5Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Helen Hunt;f;"https://m.media-amazon.com/images/M/MV5BMTM1OTk1ODIwMV5BMl5BanBnXkFtZTcwMTA0MTIwOQ@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Elizabeth Hurley;f;"https://m.media-amazon.com/images/M/MV5BMTI2NTEyMDA2N15BMl5BanBnXkFtZTYwNTY0OTkz._V1_UY317_CR8,0,214,317_AL_.jpg"
Samuel L. Jackson;m;"https://m.media-amazon.com/images/M/MV5BMTQ1NTQwMTYxNl5BMl5BanBnXkFtZTYwMjA1MzY1._V1_UX214_CR0,0,214,317_AL_.jpg"
Tommy Lee Jones;m;"https://m.media-amazon.com/images/M/MV5BMTkyNjc4MDc0OV5BMl5BanBnXkFtZTcwOTc5OTUwOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Milla Jovovich;f;"https://m.media-amazon.com/images/M/MV5BNzA1Nzc4NjYwNV5BMl5BanBnXkFtZTcwNjA2NjY1Mg@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Ashley Judd;f;"https://m.media-amazon.com/images/M/MV5BMTY3Mzg0ODcwOF5BMl5BanBnXkFtZTYwMzA2NDQz._V1_UX214_CR0,0,214,317_AL_.jpg"
Harvey Keitel;m;"https://m.media-amazon.com/images/M/MV5BMTcxMDcxMjgxOV5BMl5BanBnXkFtZTcwODc2NTk2MQ@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Nicole Kidman;f;"https://m.media-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Val Kilmer;m;"https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Stephen King;m;"https://m.media-amazon.com/images/M/MV5BMjA2ODIxNDM4Nl5BMl5BanBnXkFtZTYwMjkzMzU1._V1_UX214_CR0,0,214,317_AL_.jpg"
Nastassja Kinski;f;"https://m.media-amazon.com/images/M/MV5BMTY4MDgzNDU1MV5BMl5BanBnXkFtZTYwMDUzOTg1._V1_UY317_CR0,0,214,317_AL_.jpg"
Kevin Kline;m;"https://m.media-amazon.com/images/M/MV5BMTMxMjcxMzMzMV5BMl5BanBnXkFtZTcwNjQzOTQ4Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Diane Lane;f;"https://m.media-amazon.com/images/M/MV5BNDIxNWNhZGYtYzgyYi00YTc1LTg5NjItYTA1ZjMyYmFmZDliXkEyXkFqcGdeQXVyMTA2MDIzMDE5._V1_UY317_CR130,0,214,317_AL_.jpg"
Jude Law;m;"https://m.media-amazon.com/images/M/MV5BMTMwOTg5NTQ3NV5BMl5BanBnXkFtZTcwNzM3MDAzNQ@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Heather Locklear;f;"https://m.media-amazon.com/images/M/MV5BMTMxNDI1Mjc5OF5BMl5BanBnXkFtZTcwOTg3OTc1Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Jennifer Lopez;f;"https://m.media-amazon.com/images/M/MV5BMTY0OTY3ODA3OV5BMl5BanBnXkFtZTcwMzMyMzQ1NQ@@._V1_UY317_CR32,0,214,317_AL_.jpg"
Traci Lords;f;"https://m.media-amazon.com/images/M/MV5BMTcyNzE4NjI0MF5BMl5BanBnXkFtZTcwMjU5MDAwMg@@._V1_UY317_CR30,0,214,317_AL_.jpg"
Dolph Lundgren;m;"https://m.media-amazon.com/images/M/MV5BMTUyMzEyNzU4NV5BMl5BanBnXkFtZTgwNDg2MzM3MDE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Madonna;f;"https://m.media-amazon.com/images/M/MV5BMTA3NDQ3NTAxNDVeQTJeQWpwZ15BbWU3MDI1MjQ1OTY@._V1_UX214_CR0,0,214,317_AL_.jpg"
Steve Martin;m;"https://m.media-amazon.com/images/M/MV5BNDY0ODYwNDM3OV5BMl5BanBnXkFtZTcwMTc3NjQzMg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Jenny McCarthy;f;"https://m.media-amazon.com/images/M/MV5BMTg5NDcyMTE0OV5BMl5BanBnXkFtZTcwNTQ3Nzc5MQ@@._V1_UY317_CR3,0,214,317_AL_.jpg"
Matthew McConaughey;m;"https://m.media-amazon.com/images/M/MV5BMTg0MDc3ODUwOV5BMl5BanBnXkFtZTcwMTk2NjY4Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Ewan McGregor;m;"https://m.media-amazon.com/images/M/MV5BMTg1MjQ0MDg0Nl5BMl5BanBnXkFtZTcwNjYyNjI5Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Alyssa Milano;f;"https://m.media-amazon.com/images/M/MV5BMTMwMTE1NTgzNV5BMl5BanBnXkFtZTcwMzk4Mzc2Mw@@._V1_UY317_CR22,0,214,317_AL_.jpg"
Demi Moore;f;"https://m.media-amazon.com/images/M/MV5BMTc2Mjc1MDE4MV5BMl5BanBnXkFtZTcwNzAyNDczNA@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Julianne Moore;f;"https://m.media-amazon.com/images/M/MV5BMTM5NDI1MjE2Ml5BMl5BanBnXkFtZTgwNDE0Nzk0MDE@._V1_UY317_CR7,0,214,317_AL_.jpg"
Bill Murray;m;"https://m.media-amazon.com/images/M/MV5BMTQ1OTM0MjEwOF5BMl5BanBnXkFtZTYwNTQwNzI1._V1_UY317_CR1,0,214,317_AL_.jpg"
Mike Myers;m;"https://m.media-amazon.com/images/M/MV5BMTY0MTM1MTM5Nl5BMl5BanBnXkFtZTcwNzA1OTM3MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Jack Nicholson;m;"https://m.media-amazon.com/images/M/MV5BMTQ3OTY0ODk0M15BMl5BanBnXkFtZTYwNzE4Njc4._V1_UY317_CR7,0,214,317_AL_.jpg"
Gary Oldman;m;"https://m.media-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_UY317_CR0,0,214,317_AL_.jpg"
Al Pacino;m;"https://m.media-amazon.com/images/M/MV5BMTQzMzg1ODAyNl5BMl5BanBnXkFtZTYwMjAxODQ1._V1_UX214_CR0,0,214,317_AL_.jpg"
Bill Paxton;m;"https://m.media-amazon.com/images/M/MV5BNjY2NTQwOTAyNV5BMl5BanBnXkFtZTcwNTUyNjYwMw@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Michelle Pfeiffer;f;"https://m.media-amazon.com/images/M/MV5BMTUzNjI0Njc5NF5BMl5BanBnXkFtZTYwOTM2MjYz._V1_UX214_CR0,0,214,317_AL_.jpg"
Ryan Phillippe;m;"https://m.media-amazon.com/images/M/MV5BMTQ4NDk4ODg3MV5BMl5BanBnXkFtZTcwMzQyMjY5Ng@@._V1_UX214_CR0,0,214,317_AL_.jpg"
River Phoenix;m;"https://m.media-amazon.com/images/M/MV5BMTI1MTcwMzc2Ml5BMl5BanBnXkFtZTYwOTUyNDI2._V1_UY317_CR24,0,214,317_AL_.jpg"
Natalie Portman;f;"https://m.media-amazon.com/images/M/MV5BMTQ3ODE3Mjg1NV5BMl5BanBnXkFtZTcwNzA4ODcxNA@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Parker Posey;f;"https://m.media-amazon.com/images/M/MV5BMTIzNzAwMDE4MF5BMl5BanBnXkFtZTYwNjE4MDQ3._V1_UY317_CR11,0,214,317_AL_.jpg"
Keanu Reeves;m;"https://m.media-amazon.com/images/M/MV5BYTkzODI4MDMtNDNmZC00NDZlLWFmNTktNDRhOWE2YzhlZTQ2XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY317_CR19,0,214,317_AL_.jpg"
Christina Ricci;f;"https://m.media-amazon.com/images/M/MV5BMjUzMzk5NzcyNV5BMl5BanBnXkFtZTcwNzQ1NjkzNw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Molly Ringwald;f;"https://m.media-amazon.com/images/M/MV5BMjM4MzM1NTkxNF5BMl5BanBnXkFtZTgwMzA4NTk3MjE@._V1_UY317_CR17,0,214,317_AL_.jpg"
Tim Robbins;m;"https://m.media-amazon.com/images/M/MV5BMTI1OTYxNzAxOF5BMl5BanBnXkFtZTYwNTE5ODI4._V1_UY317_CR16,0,214,317_AL_.jpg"
Julia Roberts;f;"https://m.media-amazon.com/images/M/MV5BMTQzNjU3MDczN15BMl5BanBnXkFtZTYwNzY2Njc4._V1_UX214_CR0,0,214,317_AL_.jpg"
Mimi Rogers;f;"https://m.media-amazon.com/images/M/MV5BMTc5NDUyNDQ3N15BMl5BanBnXkFtZTcwOTk0MTMwNA@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Meg Ryan;f;"https://m.media-amazon.com/images/M/MV5BMTgzOTI0NzI3OV5BMl5BanBnXkFtZTgwODIyMzUzMDI@._V1_UY317_CR1,0,214,317_AL_.jpg"
Winona Ryder;f;"https://m.media-amazon.com/images/M/MV5BMTQ3NzM3MTc2NF5BMl5BanBnXkFtZTcwODMxNjA0NA@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Mia Sara;f;"https://m.media-amazon.com/images/M/MV5BMTc4NDk3Njc3Nl5BMl5BanBnXkFtZTcwNjg2ODIyOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Susan Sarandon;f;"https://m.media-amazon.com/images/M/MV5BM2IyYmE3NjktZTRjYi00YWE3LWIwYjgtOTg1MGZmMmY1ZDA2XkEyXkFqcGdeQXVyODMyNDA5NTQ@._V1_UY317_CR15,0,214,317_AL_.jpg"
Arnold Schwarzenegger;m;"https://m.media-amazon.com/images/M/MV5BMTI3MDc4NzUyMV5BMl5BanBnXkFtZTcwMTQyMTc5MQ@@._V1_UY317_CR19,0,214,317_AL_.jpg"
Martin Scorsese;m;"https://m.media-amazon.com/images/M/MV5BMTcyNDA4Nzk3N15BMl5BanBnXkFtZTcwNDYzMjMxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Kristin Scott Thomas;f;"https://m.media-amazon.com/images/M/MV5BNDc2MjQ1MzE4NV5BMl5BanBnXkFtZTcwMzU4NDU1OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Steven Seagal;m;"https://m.media-amazon.com/images/M/MV5BMTczNTU4ODcyMV5BMl5BanBnXkFtZTYwMzkyMjA1._V1_UY317_CR9,0,214,317_AL_.jpg"
Joan Severance;f;"https://m.media-amazon.com/images/M/MV5BMjEwNTgzMjYzOV5BMl5BanBnXkFtZTgwMzUwMzY1MDI@._V1_UX214_CR0,0,214,317_AL_.jpg"
Charlie Sheen;m;"https://m.media-amazon.com/images/M/MV5BMTIyNDQ5Nzk2OF5BMl5BanBnXkFtZTcwODU4MTU5MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Brooke Shields;f;"https://m.media-amazon.com/images/M/MV5BMzE4ODM2MzY5OV5BMl5BanBnXkFtZTcwNTE5MTU5MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Elisabeth Shue;f;"https://m.media-amazon.com/images/M/MV5BOWFkZTIxN2ItODhlOC00MDMwLWEyYTEtZWMxNWQ2MzU3ZjZmXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY317_CR51,0,214,317_AL_.jpg"
Alicia Silverstone;f;"https://m.media-amazon.com/images/M/MV5BZDI5ODc5NzItNTJhYS00YWRkLTljMGMtYTM4YTgzMWY5MzYzXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY317_CR12,0,214,317_AL_.jpg"
Christian Slater;m;"https://m.media-amazon.com/images/M/MV5BMTY5ODA1ODY2Nl5BMl5BanBnXkFtZTgwNjcwNDczNzE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Will Smith;m;"https://m.media-amazon.com/images/M/MV5BNTczMzk1MjU1MV5BMl5BanBnXkFtZTcwNDk2MzAyMg@@._V1_UY317_CR2,0,214,317_AL_.jpg"
Mira Sorvino;f;"https://m.media-amazon.com/images/M/MV5BMzhmZjVjYTMtODRkYS00MTFjLWE0NDAtMDk5Mzk2M2JhNDliXkEyXkFqcGdeQXVyOTkxMDEwMDE@._V1_UY317_CR51,0,214,317_AL_.jpg"
Kevin Spacey;m;"https://m.media-amazon.com/images/M/MV5BMTY1NzMyODc3Nl5BMl5BanBnXkFtZTgwNzE2MzA1NDM@._V1_UY317_CR87,0,214,317_AL_.jpg"
Sylvester Stallone;m;"https://m.media-amazon.com/images/M/MV5BMTQwMTk3NDU2OV5BMl5BanBnXkFtZTcwNTA3MTI0Mw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Sharon Stone;f;"https://m.media-amazon.com/images/M/MV5BMTg0MDU1ODQwNF5BMl5BanBnXkFtZTcwOTc3MjQwNA@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Quentin Tarantino;m;"https://m.media-amazon.com/images/M/MV5BMTgyMjI3ODA3Nl5BMl5BanBnXkFtZTcwNzY2MDYxOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Charlize Theron;f;"https://m.media-amazon.com/images/M/MV5BMTk5Mzc4ODU0Ml5BMl5BanBnXkFtZTcwNjU1NTI0Mw@@._V1_UY317_CR12,0,214,317_AL_.jpg"
